,Category,File name,Path,duration,rmsmean,rmsstd,zcr_mean,zcr_std,f0_mean,f0_std,mfcc mean 1,mfcc std 1,mfcc mean 2,mfcc std 2,mfcc mean 3,mfcc std 3,mfcc mean 4,mfcc std 4,mfcc mean 5,mfcc std 5,mfcc mean 6,mfcc std 6,mfcc mean 7,mfcc std 7,mfcc mean 8,mfcc std 8,mfcc mean 9,mfcc std 9,mfcc mean 10,mfcc std 10,mfcc mean 11,mfcc std 11,mfcc mean 12,mfcc std 12,mfcc mean 13,mfcc std 13
18,hungry,415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav,7.06,0.004760569892823696,0.002073617884889245,0.2981638865427928,0.12029738688307234,162.91246526393485,64.73438163189289,-330.69745,119.444145,33.715954,25.364449,-37.008522,13.978545,3.2186933,10.394931,-16.93618,8.353668,-7.3188944,8.493239,-13.127738,9.295274,-8.529634,6.7803903,-13.568336,7.310066,-6.3075085,5.2826815,-9.852731,5.2024884,-2.2716067,4.6489344,-5.641929,6.969315
19,hungry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,6.92,0.12778353691101074,0.08773725479841232,0.16746702981651376,0.06676043122926793,187.75777384269162,54.55896094664432,-253.69708,147.81203,47.829308,30.767485,-10.929802,21.785732,-16.75811,15.238156,-40.83682,24.514069,4.8233857,10.64257,-11.575254,11.855261,-18.221579,9.641986,-10.076767,11.807999,-4.3328266,6.1105,-18.297129,13.230813,4.6257963,15.094193,5.3388963,16.911966
20,hungry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,7.0,0.19333340227603912,0.11660294979810715,0.34956498579545453,0.16449972634313212,188.7125777636823,54.696904191364354,-104.57975,111.23918,-7.524966,33.688713,-0.76141214,11.4229145,-18.098547,18.994547,-20.557253,24.254541,-11.442707,11.368423,-1.8429471,14.903261,-1.8005219,10.622552,-21.637022,7.9060006,-7.763655,11.253317,2.3902135,15.125767,15.586317,17.920181,10.113114,17.720144
21,discomfort,837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,6.96,0.005000091623514891,0.0032346700318157673,0.13522702838302753,0.030903980071829314,138.7482636664663,50.547979524831305,-415.98914,72.927826,82.61308,17.12682,7.484904,12.009184,3.945977,14.219813,-27.08071,9.578703,10.00117,7.8207717,-17.23117,10.689135,-1.527799,7.76125,-12.131386,7.7035127,-5.606012,7.1009455,-5.523251,7.887095,-6.887434,7.1563315,1.9449615,9.3961735
22,hungry,4CD5903D-E2CE-401E-B898-D873C763F44B-1430727644-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\4CD5903D-E2CE-401E-B898-D873C763F44B-1430727644-1.0-m-26-hu.wav,7.0,0.016105422750115395,0.019297664985060692,0.2642311789772727,0.05721480634797029,185.04990728104937,75.50544276016396,-340.68417,125.60174,30.467274,33.943455,-33.960754,29.206997,-12.132354,16.732544,4.591392,15.563856,-9.283786,11.1123085,-20.57193,12.327514,-10.817743,13.355209,-12.122682,14.658303,-5.7764554,10.916373,-10.5591345,10.283906,-2.8179834,10.529301,-5.6558065,13.188236
23,hungry,539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,7.0,0.11298666894435883,0.06279854476451874,0.23231090198863635,0.09913661036926379,231.37613053172203,57.33127338013396,-138.6934,81.02667,16.96729,28.9257,1.1684201,17.422623,-4.8309975,9.394569,-37.6359,15.964814,4.3209143,14.909088,-23.07316,9.660572,-0.7094571,8.489951,-9.854198,6.96355,-12.341565,5.897357,-5.8001914,7.1570134,-8.893031,5.532599,-12.349201,7.8758345
24,hungry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav,6.92,0.04277660697698593,0.041507527232170105,0.21125555475917432,0.1525683760621521,176.35840231854903,58.05087520548458,-316.946,116.41745,39.418022,44.072506,2.6702774,14.096447,-25.790848,20.37017,-39.463654,24.050009,-16.24358,19.273285,-1.1389306,9.949184,-6.1352344,15.485165,-11.4653015,13.036671,2.369243,11.199251,-8.392545,9.514412,7.654028,13.907973,2.3149858,19.120333
25,hungry,cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,6.94,0.03319748118519783,0.014751331880688667,0.21179311209862386,0.04855775363350219,200.1007979625706,84.19032400809664,-268.2576,63.211033,68.00895,31.385185,-69.35783,37.49808,-10.732468,20.017315,-3.1856856,12.702468,1.8521338,11.51165,-9.090029,12.098,-16.965187,10.194888,-13.802508,9.527801,0.7852783,7.955181,-18.622196,7.629926,-7.9502125,8.128124,-6.3881526,16.584518
26,hungry,C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,7.0,0.038859736174345016,0.044790118932724,0.28808149857954546,0.12256864714683272,186.64632088244244,72.22813502200786,-244.97246,128.91843,18.153343,38.04957,-19.274939,18.202234,-5.139064,15.0933275,-39.12902,16.081692,-12.321531,24.462687,-16.320501,7.555543,-7.584043,8.098485,-4.437943,10.071008,-10.015164,10.932675,-14.675829,13.870122,5.2430186,17.81335,-5.9432597,17.9886
27,discomfort,999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,6.9,0.014027218334376812,0.02353956177830696,0.12612123842592593,0.05116398396516247,150.12690897504734,64.63253268232795,-422.9922,120.825775,106.55255,31.532288,-27.649382,40.037746,6.9597616,15.826699,-11.017358,22.439325,-13.697441,9.782009,-10.692332,11.194881,9.141493,10.351186,0.7432522,8.041517,-10.615111,8.017952,-11.700104,11.247844,-9.825087,13.993582,-10.805084,12.365754
28,hungry,6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370257-1.1-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370257-1.1-m-04-hu.wav,7.0,0.1178324818611145,0.08473728597164154,0.13987926136363638,0.041103817620813624,207.93199978428788,42.759876048737816,-225.20364,111.944,41.156975,27.992184,-26.00848,20.402285,-6.117345,15.654161,-50.931435,14.962,-27.191814,12.974684,-17.142172,10.01726,-9.988016,12.745392,-31.909859,12.208886,4.3052545,15.743115,-6.493657,10.987188,5.406503,17.734358,13.083456,14.665556
29,hungry,d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav,6.94,0.008522720076143742,0.005805915221571922,0.1646538130733945,0.0685030549386369,216.41877666381163,52.64353201416154,-361.625,98.01676,60.647247,25.555792,-24.17489,18.700924,12.01029,13.360328,-30.57499,15.959769,3.1325634,8.324835,-18.958889,10.608462,-6.769166,11.141887,-20.406504,12.920593,-3.8821816,8.845697,-8.184366,7.5043097,-8.367446,7.6562066,-22.25333,10.076538
30,tired,5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav,7.0,0.019066594541072845,0.01973421312868595,0.1851873224431818,0.032950824120854164,160.89021150922594,68.64472091532599,-266.75018,61.150757,70.539055,11.246604,-39.419975,17.646938,-7.5187078,11.01727,-27.414032,13.499348,-22.147655,9.530689,-18.707157,6.2919135,-12.12457,6.460133,-14.17252,5.4564643,-8.036514,4.48841,-16.19271,4.6642475,-8.900593,6.5603156,-10.753066,6.5678177
31,hungry,323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,6.9,0.14731499552726746,0.08313264697790146,0.34156177662037035,0.05885398367649769,188.94400968403454,60.38808789070948,-96.861755,54.73047,-38.260574,30.111393,-65.741714,18.5867,-22.23667,15.736961,-10.19705,14.800938,5.1945148,10.849688,-8.48398,13.381027,-9.037044,9.276574,-4.3764005,7.4642005,-2.7583745,10.332136,-11.981045,7.516228,5.937028,12.430087,6.2465596,15.203523
32,hungry,D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav,7.0,0.03438575193285942,0.037160128355026245,0.29293767755681815,0.13088413913765043,192.45807478989218,76.45734794828351,-258.58588,130.5978,5.904296,39.78047,-30.721188,30.56974,-7.7824483,16.956112,-21.248083,20.852774,-4.4929934,17.256304,-23.522968,19.768162,-17.159458,15.625255,-5.2716136,16.124271,3.4630144,17.31451,-2.2962525,18.636316,-7.696866,13.968478,-4.002911,13.457669
33,hungry,ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,6.64,0.10309329628944397,0.10856545716524124,0.3477313701923077,0.17645491625147594,200.8139979601183,67.74773590182446,-178.46518,146.81305,-2.8821461,66.63489,-31.1564,32.59258,2.908574,15.497554,-26.01877,13.718246,6.8724833,17.154484,-16.794956,9.371919,-14.047384,10.473634,-12.69652,9.623044,-10.450933,8.965271,-9.9134865,11.0524025,7.1623983,16.003878,-10.411769,19.672398
34,hungry,e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,6.92,0.04501281678676605,0.09506829082965851,0.19696548881880735,0.050391615905715274,201.2781809537025,71.90216031272296,-295.01447,93.60804,60.084187,25.484035,-26.67651,28.136187,-8.177281,16.174253,-30.049223,26.367548,-15.652696,10.61243,-12.253105,9.4171915,-10.863581,7.360783,-6.6098547,9.253391,-6.12075,11.325688,-1.5405866,17.39728,-5.0672603,13.097042,-6.4691906,13.547423
35,tired,ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav,6.78,0.050131551921367645,0.05353132635354996,0.23251400353773585,0.13337040133044523,196.2805768373982,67.19092894243158,-321.91562,115.14006,29.000923,29.554161,-26.98389,30.668188,-8.421237,13.960158,-43.784706,27.49639,6.9838014,16.160686,-13.338814,11.963759,-17.937025,15.129965,-3.0711963,13.7102585,4.0445604,14.593296,13.87701,18.315762,10.864931,19.183775,-11.122515,14.9833
36,hungry,4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583459308-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583459308-1.7-f-26-hu.wav,6.78,0.05403818190097809,0.09492374956607819,0.23464217275943397,0.05010653841699552,207.2819990446206,69.87561768067748,-314.77344,101.08454,37.98888,23.866394,-42.290928,32.76514,-9.479275,18.034073,-20.860626,14.786175,-1.1674296,10.889223,-14.581526,14.279056,-7.613275,9.330691,-13.753547,13.122561,0.6690962,14.013101,-2.2606692,12.238122,-2.823504,15.916937,-1.5222217,17.789335
37,hungry,2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,6.96,0.0189965907484293,0.015372952446341515,0.15882131594036697,0.07373492281207406,160.5855230380433,61.70398087268369,-285.2994,122.33407,64.21564,34.460354,-14.010735,28.942225,-6.140168,15.421628,-1.2868605,19.45198,-11.049119,22.098623,-18.029684,9.533521,-20.653252,10.26772,-11.565888,8.865385,-9.3106,10.959077,-7.7515635,9.959484,-7.4214277,9.794572,-12.113996,5.864105
38,hungry,f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,6.92,0.09322161972522736,0.059892527759075165,0.1747643706995413,0.08407899659873914,227.06242565274215,80.00157939991611,-201.06683,136.66293,58.059914,46.50384,-27.687714,31.521198,-3.924212,15.934336,-35.15244,19.45283,-1.957298,8.740374,-26.431948,16.36302,10.179067,13.434918,6.224678,14.287415,1.7110914,17.819956,-18.906597,14.146926,-19.180262,9.712761,-8.262191,9.744746
