,Category,File name,Path,mfcc mean,duration,rmsmean,rmsstd,zcr_mean,zcr_std,f0_mean,f0_std
10,hungry,3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,-1.7426279,6.66,0.16050679981708527,0.0603497251868248,0.09052269345238095,0.07483275689506044,123.57826255104796,39.15868595037789
11,hungry,42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav,-43.905693,7.06,0.0012940251035615802,0.0008557562832720578,0.33174971846846846,0.12956494894246617,194.46427522948488,81.1346453300372
12,hungry,70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav,-22.626238,6.96,0.10829771310091019,0.09132973849773407,0.3167601419151376,0.1603193035170924,186.4178508514981,75.72225615066357
13,hungry,415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav,-26.745998,7.06,0.007761974819004536,0.002787261502817273,0.2725973043355856,0.10422722036572979,172.23391048987781,83.89597346303678
14,hungry,a7b13b65-da2c-48ec-8aed-46adcaba705f-1430823489236-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\a7b13b65-da2c-48ec-8aed-46adcaba705f-1430823489236-1.7-f-26-hu.wav,-13.307655,6.94,0.18476231396198273,0.1103617250919342,0.24044939793577982,0.12856523448615068,193.99754233609875,63.070129785330835
15,hungry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav,-12.1433325,7.0,0.12066085636615753,0.0592878982424736,0.478759765625,0.1384067986237734,200.38002957798932,62.56936575570844
16,discomfort,ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc.wav,-34.62586,6.9,0.017000243067741394,0.020525185391306877,0.36734573929398145,0.1538295018568579,168.99814461996175,77.71163309355427
17,hungry,539FDD32-6326-422E-A707-FCF063D3426C-1437073544-1.1-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\539FDD32-6326-422E-A707-FCF063D3426C-1437073544-1.1-f-26-hu.wav,-18.422256,7.0,0.1692122519016266,0.10242903232574463,0.14702592329545455,0.02156958919128173,242.45202223861736,60.444063912413625
18,hungry,415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav,-31.871223,7.06,0.004760569892823696,0.002073617884889245,0.2981638865427928,0.12029738688307234,162.91246526393485,64.73438163189289
19,hungry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,-24.777534,6.92,0.12778353691101074,0.08773725479841232,0.16746702981651376,0.06676043122926793,187.75777384269162,54.55896094664432
20,hungry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav,-12.916856,7.0,0.19333340227603912,0.11660294979810715,0.34956498579545453,0.16449972634313212,188.7125777636823,54.696904191364354
21,discomfort,837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,-29.691288,6.96,0.005000091623514891,0.0032346700318157673,0.13522702838302753,0.030903980071829314,138.7482636664663,50.547979524831305
22,hungry,4CD5903D-E2CE-401E-B898-D873C763F44B-1430727644-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\4CD5903D-E2CE-401E-B898-D873C763F44B-1430727644-1.0-m-26-hu.wav,-33.02493,7.0,0.016105422750115395,0.019297664985060692,0.2642311789772727,0.05721480634797029,185.04990728104937,75.50544276016396
23,hungry,539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,-17.824959,7.0,0.11298666894435883,0.06279854476451874,0.23231090198863635,0.09913661036926379,231.37613053172203,57.33127338013396
24,hungry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav,-28.549965,6.92,0.04277660697698593,0.041507527232170105,0.21125555475917432,0.1525683760621521,176.35840231854903,58.05087520548458
25,hungry,cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav,-27.208113,6.94,0.03319748118519783,0.014751331880688667,0.21179311209862386,0.04855775363350219,200.1007979625706,84.19032400809664
26,hungry,C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,-27.416723,7.0,0.038859736174345016,0.044790118932724,0.28808149857954546,0.12256864714683272,186.64632088244244,72.22813502200786
27,discomfort,999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,-31.199772,6.9,0.014027218334376812,0.02353956177830696,0.12612123842592593,0.05116398396516247,150.12690897504734,64.63253268232795
28,hungry,6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370257-1.1-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370257-1.1-m-04-hu.wav,-25.92571,7.0,0.1178324818611145,0.08473728597164154,0.13987926136363638,0.041103817620813624,207.93199978428788,42.759876048737816
29,hungry,d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav,-33.031284,6.94,0.008522720076143742,0.005805915221571922,0.1646538130733945,0.0685030549386369,216.41877666381163,52.64353201416154
30,tired,5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav,-29.353743,7.0,0.019066594541072845,0.01973421312868595,0.1851873224431818,0.032950824120854164,160.89021150922594,68.64472091532599
31,hungry,323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,-19.427423,6.9,0.14731499552726746,0.08313264697790146,0.34156177662037035,0.05885398367649769,188.94400968403454,60.38808789070948
32,hungry,D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807587-1.0-m-48-hu.wav,-28.724104,7.0,0.03438575193285942,0.037160128355026245,0.29293767755681815,0.13088413913765043,192.45807478989218,76.45734794828351
33,hungry,ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,-22.761086,6.64,0.10309329628944397,0.10856545716524124,0.3477313701923077,0.17645491625147594,200.8139979601183,67.74773590182446
34,hungry,e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,-28.03156,6.92,0.04501281678676605,0.09506829082965851,0.19696548881880735,0.050391615905715274,201.2781809537025,71.90216031272296
35,tired,ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav,-29.369524,6.78,0.050131551921367645,0.05353132635354996,0.23251400353773585,0.13337040133044523,196.2805768373982,67.19092894243158
36,hungry,4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583459308-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583459308-1.7-f-26-hu.wav,-30.189878,6.78,0.05403818190097809,0.09492374956607819,0.23464217275943397,0.05010653841699552,207.2819990446206,69.87561768067748
37,hungry,2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,-26.185928,6.96,0.0189965907484293,0.015372952446341515,0.15882131594036697,0.07373492281207406,160.5855230380433,61.70398087268369
38,hungry,f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,-20.491903,6.92,0.09322161972522736,0.059892527759075165,0.1747643706995413,0.08407899659873914,227.06242565274215,80.00157939991611
39,hungry,7060a4f6-4c0c-494b-912c-ae60158b185a-1436931995150-1.7-f-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\7060a4f6-4c0c-494b-912c-ae60158b185a-1436931995150-1.7-f-04-hu.wav,-21.530378,6.94,0.04624113440513611,0.03631541132926941,0.08826243549311927,0.026852406052763088,161.70861530944256,74.87373634583675
40,hungry,63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\63CA92F7-973A-4DCA-A410-7B19811A2478-1430041884-1.0-f-26-hu.wav,-37.81775,7.0,0.0068181599490344524,0.00870617013424635,0.2181063565340909,0.06941838150200062,168.42515742910214,80.93664420886792
41,tired,06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav,-36.880894,6.68,0.022367287427186966,0.042359597980976105,0.32238188244047616,0.12381472209874819,189.40237594864587,66.89097508951012
42,hungry,cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884444242-1.7-m-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884444242-1.7-m-48-hu.wav,-15.8249655,6.86,0.22135010361671448,0.1339140385389328,0.42182978877314814,0.12752105596227967,174.00930433482114,47.45652104403259
43,hungry,177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,-23.582933,6.92,0.11774946749210358,0.12638671696186066,0.27319111955275227,0.10271704054649441,190.7900254058022,75.3598342687097
44,hungry,8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav,-13.981855,7.0,0.2217523157596588,0.14907512068748474,0.3822576349431818,0.07531188726511126,232.02460245743458,66.65415287622481
45,hungry,9641D2D5-7D9F-41B2-8345-229AE9555FEC-1430022546-1.0-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\9641D2D5-7D9F-41B2-8345-229AE9555FEC-1430022546-1.0-m-72-hu.wav,-26.443428,7.0,0.055997855961322784,0.035735975950956345,0.15077681107954546,0.07336356820205078,202.97674435779624,45.15535170869718
46,hungry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu.wav,-15.611581,6.86,0.12540265917778015,0.11037753522396088,0.25878002025462965,0.1213882671515619,198.58416454648335,61.43405673860836
47,hungry,999bf14b-e417-4b44-b746-9253f81efe38-1430972705879-1.7-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1430972705879-1.7-m-26-hu.wav,-39.06373,6.9,0.0037413558457046747,0.008665300905704498,0.12074110243055555,0.03709437096103674,128.04754795289878,50.2463708855294
48,hungry,24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,-12.219996,6.86,0.0749492272734642,0.05712759122252464,0.18797019675925927,0.09183079941874385,167.64275796504157,49.567349127532
49,hungry,602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430907796431-1.7-f-72-hu.wav,-31.572298,6.92,0.043766457587480545,0.07915124297142029,0.22451978211009174,0.0617959559134527,170.47504641544361,84.0815535162507
50,hungry,DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406483-1.0-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406483-1.0-m-04-hu.wav,-16.637428,7.0,0.06794273853302002,0.12217342853546143,0.2792036576704545,0.04699296824605187,139.4748802635383,74.52390714366813
51,hungry,bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637640279-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637640279-1.7-m-72-hu.wav,-20.799093,6.66,0.09957654774188995,0.07586496323347092,0.22640904017857144,0.07316480641614984,232.82486555112868,68.60660440765066
52,hungry,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,-12.664249,7.0,0.12203442305326462,0.05664854496717453,0.3907981178977273,0.13101114752914403,229.54774042411702,57.86814937307791
53,hungry,5b49f19f-a3a7-411e-bb32-755da3cbd6f0-1430029991480-1.7-m-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\5b49f19f-a3a7-411e-bb32-755da3cbd6f0-1430029991480-1.7-m-48-hu.wav,-13.692727,6.96,0.11722604185342789,0.10932990908622742,0.253341814793578,0.08607229710417973,141.09858802460516,59.80063630858657
54,hungry,653bf718-94bd-40d0-af7c-8fe44e07640c-1430759231913-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759231913-1.7-m-04-hu.wav,-21.145496,6.88,0.0775432288646698,0.06169437617063522,0.25094039351851855,0.14369801095182624,163.3582840123356,65.82034363980151
55,hungry,101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,-35.14871,6.96,0.008885078132152557,0.013964216224849224,0.34536267201834864,0.15516537432019276,199.0038805379242,93.32724288735355
56,hungry,E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430042952-1.0-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430042952-1.0-m-04-hu.wav,-29.066652,7.0,0.01704847440123558,0.020805835723876953,0.24615589488636364,0.07217220058969959,167.436256768804,78.18395306698667
57,hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466164038-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466164038-1.7-f-26-hu.wav,-15.890138,7.06,0.053503960371017456,0.05590306222438812,0.26067180461711714,0.08246720505088188,183.9401070148167,83.35009146450898
58,hungry,86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036562389-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036562389-1.7-m-04-hu.wav,-14.337819,7.06,0.07949524372816086,0.0736851766705513,0.18813344594594594,0.06453294264042089,146.88379534760503,73.1108054419064
59,hungry,D1CB71F9-EF76-49B3-A703-41D557444D21-1436863375-1.1-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863375-1.1-m-04-hu.wav,-18.37582,7.0,0.09989284723997116,0.06513131409883499,0.3441805752840909,0.11193678800413823,196.91118024090966,68.40595960193986
60,hungry,eccb4617-8373-4c4f-b49e-bb2d72bce8d8-1430035348191-1.7-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\eccb4617-8373-4c4f-b49e-bb2d72bce8d8-1430035348191-1.7-m-26-hu.wav,-30.262636,6.9,0.024682678282260895,0.029956644400954247,0.2066017433449074,0.05839821362055346,207.4985418224593,77.5800379974742
61,hungry,FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104346-1.0-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104346-1.0-m-04-hu.wav,-25.236858,7.0,0.05272529274225235,0.03662429749965668,0.17726828835227273,0.03428816658057286,190.45658161012742,57.972265422295045
62,hungry,2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,-26.255522,6.72,0.03352734073996544,0.028378548100590706,0.1813458136792453,0.05819426542657779,199.90911511183256,67.87784906626611
63,hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477780076-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477780076-1.7-f-26-hu.wav,-9.53426,7.04,0.1854693740606308,0.09818518161773682,0.4149730785472973,0.17927100146365152,207.6066225871014,64.03993989617138
64,hungry,9090c7a3-bebc-4485-aafc-64e4298da3ac-1430109146143-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\9090c7a3-bebc-4485-aafc-64e4298da3ac-1430109146143-1.7-f-26-hu.wav,-14.458875,7.02,0.26819872856140137,0.10935178399085999,0.22236772017045456,0.06386831064066066,211.9268254531152,63.33940292148034
65,hungry,30c2cee4-b682-4dcb-86b9-7fa6f36f1b66-1430728411287-1.7-f-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\30c2cee4-b682-4dcb-86b9-7fa6f36f1b66-1430728411287-1.7-f-72-hu.wav,-25.294487,6.94,0.1062503531575203,0.10413287580013275,0.3417117617545872,0.12999179129095198,203.53230187583424,77.83383245175237
66,hungry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007656-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007656-1.0-m-26-hu.wav,-26.345394,7.0,0.043393734842538834,0.026122337207198143,0.2772771661931818,0.11869342820364295,198.66773677502414,63.392200406955055
67,hungry,A123AD65-38D3-4A65-AB37-330034765840-1430093710-1.0-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\A123AD65-38D3-4A65-AB37-330034765840-1430093710-1.0-m-04-hu.wav,-24.42649,7.0,0.014765375293791294,0.010394282639026642,0.17887073863636363,0.09572617990297631,171.4859868231892,60.03756526444208
